Season,Player,Team,Pos,name,GSIS_ID,name_orig,name_pos,name_pos_team
2016,Jalen Richard,OAK,RB,Jalen Richard,00-0033025,J.Richard,"Jalen Richard, RB","Jalen Richard, RB, OAK"
2016,Jalin Marshall,NYJ,WR,Jalin Marshall,00-0032694,J.Marshall,"Jalin Marshall, WR","Jalin Marshall, WR, NYJ"
2016,Jalston Fowler,TEN,FB,Jalston Fowler,00-0032130,J.Fowler,"Jalston Fowler, FB","Jalston Fowler, FB, TEN"
2016,Jamaal Charles,KC,RB,Jamaal Charles,00-0026213,J.Charles,"Jamaal Charles, RB","Jamaal Charles, RB, KC"
2016,Jameis Winston,TB,QB,Jameis Winston,00-0031503,J.Winston,"Jameis Winston, QB","Jameis Winston, QB, TB"
2016,James O'Shaughnessy,KC,TE,James O'Shaughnessy,00-0031951,J.O'Shaughnessy,"James O'Shaughnessy, TE","James O'Shaughnessy, TE, KC"
2016,James Starks,GB,RB,James Starks,00-0027791,J.Starks,"James Starks, RB","James Starks, RB, GB"
2016,James White,NE,RB,James White,00-0031062,J.White,"James White, RB","James White, RB, NE"
2016,James Wright,CIN,WR,James Wright,00-0031291,J.Wright,"James Wright, WR","James Wright, WR, CIN"
2016,Jamison Crowder,WAS,WR,Jamison Crowder,00-0031941,J.Crowder,"Jamison Crowder, WR","Jamison Crowder, WR, WAS"
2016,Jamize Olawale,OAK,FB,Jamize Olawale,00-0029492,J.Olawale,"Jamize Olawale, FB","Jamize Olawale, FB, OAK"
2016,Jared Abbrederis,GB,WR,Jared Abbrederis,00-0031021,J.Abbrederis,"Jared Abbrederis, WR","Jared Abbrederis, WR, GB"
2016,Jared Cook,GB,TE,Jared Cook,00-0027061,J.Cook,"Jared Cook, TE","Jared Cook, TE, GB"
2016,Jared Goff,LA,QB,Jared Goff,00-0033106,J.Goff,"Jared Goff, QB","Jared Goff, QB, LA"
2016,Jarius Wright,MIN,WR,Jarius Wright,00-0029572,J.Wright,"Jarius Wright, WR","Jarius Wright, WR, MIN"
2016,Jaron Brown,ARI,WR,Jaron Brown,00-0030300,J.Brown,"Jaron Brown, WR","Jaron Brown, WR, ARI"
2016,Jarvis Landry,MIA,WR,Jarvis Landry,00-0031382,J.Landry,"Jarvis Landry, WR","Jarvis Landry, WR, MIA"
2016,Jason Witten,DAL,TE,Jason Witten,00-0022127,J.Witten,"Jason Witten, TE","Jason Witten, TE, DAL"
2016,Javorius Allen,BAL,RB,Javorius Allen,00-0031577,J.Allen,"Javorius Allen, RB","Javorius Allen, RB, BAL"
2016,Jay Ajayi,MIA,RB,Jay Ajayi,00-0031590,J.Ajayi,"Jay Ajayi, RB","Jay Ajayi, RB, MIA"
2016,Jay Cutler,CHI,QB,Jay Cutler,00-0024226,J.Cutler,"Jay Cutler, QB","Jay Cutler, QB, CHI"
2016,Jay Prosch,HOU,FB,Jay Prosch,00-0031085,J.Prosch,"Jay Prosch, FB","Jay Prosch, FB, HOU"
2016,Je'Ron Hamm,SF,TE,Je'Ron Hamm,00-0030805,J.Hamm,"Je'Ron Hamm, TE","Je'Ron Hamm, TE, SF"
2016,Jeff Heuerman,DEN,TE,Jeff Heuerman,00-0032227,J.Heuerman,"Jeff Heuerman, TE","Jeff Heuerman, TE, DEN"
2016,Jeff Janis,GB,WR,Jeff Janis,00-0031001,J.Janis,"Jeff Janis, WR","Jeff Janis, WR, GB"
2016,Jerell Adams,NYG,TE,Jerell Adams,00-0032429,J.Adams,"Jerell Adams, TE","Jerell Adams, TE, NYG"
2016,Jeremy Hill,CIN,RB,Jeremy Hill,00-0031301,J.Hill,"Jeremy Hill, RB","Jeremy Hill, RB, CIN"
2016,Jeremy Kerley,SF,WR,Jeremy Kerley,00-0028091,J.Kerley,"Jeremy Kerley, WR","Jeremy Kerley, WR, SF"
2016,Jeremy Langford,CHI,RB,Jeremy Langford,00-0031569,J.Langford,"Jeremy Langford, RB","Jeremy Langford, RB, CHI"
2016,Jeremy Maclin,KC,WR,Jeremy Maclin,00-0026995,J.Maclin,"Jeremy Maclin, WR","Jeremy Maclin, WR, KC"
2016,Jeremy Ross,ARI,WR,Jeremy Ross,00-0028249,J.Ross,"Jeremy Ross, WR","Jeremy Ross, WR, ARI"
2016,Jerick McKinnon,MIN,RB,Jerick McKinnon,00-0031376,J.McKinnon,"Jerick McKinnon, RB","Jerick McKinnon, RB, MIN"
2016,Jermaine Gresham,ARI,TE,Jermaine Gresham,00-0027873,J.Gresham,"Jermaine Gresham, TE","Jermaine Gresham, TE, ARI"
2016,Jermaine Kearse,SEA,WR,Jermaine Kearse,00-0029159,J.Kearse,"Jermaine Kearse, WR","Jermaine Kearse, WR, SEA"
2016,Jerome Felton,BUF,FB,Jerome Felton,00-0026286,J.Felton,"Jerome Felton, FB","Jerome Felton, FB, BUF"
2016,Jesse James,PIT,TE,Jesse James,00-0032135,J.James,"Jesse James, TE","Jesse James, TE, PIT"
2016,Jimmy Garoppolo,NE,QB,Jimmy Garoppolo,00-0031345,J.Garoppolo,"Jimmy Garoppolo, QB","Jimmy Garoppolo, QB, NE"
2016,Jimmy Graham,SEA,TE,Jimmy Graham,00-0027696,J.Graham,"Jimmy Graham, TE","Jimmy Graham, TE, SEA"
2016,Joe Banyard,JAX,RB,Joe Banyard,00-0029048,J.Banyard,"Joe Banyard, RB","Joe Banyard, RB, JAX"
2016,Joe Flacco,BAL,QB,Joe Flacco,00-0026158,J.Flacco,"Joe Flacco, QB","Joe Flacco, QB, BAL"
2016,Joe Kerridge,GB,RB,Joe Kerridge,00-0032375,J.Kerridge,"Joe Kerridge, RB","Joe Kerridge, RB, GB"
2016,John Brown,ARI,WR,John Brown,00-0031051,J.Brown,"John Brown, WR","John Brown, WR, ARI"
2016,John Kuhn,NO,FB,John Kuhn,00-0022999,J.Kuhn,"John Kuhn, FB","John Kuhn, FB, NO"
2016,John Phillips,NO,TE,John Phillips,00-0027139,J.Phillips,"John Phillips, TE","John Phillips, TE, NO"
2016,Johnny Holton,OAK,WR,Johnny Holton,00-0032935,J.Holton,"Johnny Holton, WR","Johnny Holton, WR, OAK"
2016,Jonathan Grimes,HOU,RB,Jonathan Grimes,00-0029510,J.Grimes,"Jonathan Grimes, RB","Jonathan Grimes, RB, HOU"
2016,Jonathan Stewart,CAR,RB,Jonathan Stewart,00-0026153,J.Stewart,"Jonathan Stewart, RB","Jonathan Stewart, RB, CAR"
2016,Jonathan Williams,BUF,RB,Jonathan Williams,00-0032975,J.Williams,"Jonathan Williams, RB","Jonathan Williams, RB, BUF"
2016,Jordan Cameron,MIA,TE,Jordan Cameron,00-0028040,J.Cameron,"Jordan Cameron, TE","Jordan Cameron, TE, MIA"
2016,Jordan Howard,CHI,RB,Jordan Howard,00-0032780,J.Howard,"Jordan Howard, RB","Jordan Howard, RB, CHI"
2016,Jordan Matthews,PHI,WR,Jordan Matthews,00-0031299,J.Matthews,"Jordan Matthews, WR","Jordan Matthews, WR, PHI"
2016,Jordan Norwood,DEN,WR,Jordan Norwood,00-0026739,J.Norwood,"Jordan Norwood, WR","Jordan Norwood, WR, DEN"
2016,Jordan Payton,CLE,WR,Jordan Payton,00-0032974,J.Payton,"Jordan Payton, WR","Jordan Payton, WR, CLE"
2016,Jordan Reed,WAS,TE,Jordan Reed,00-0030472,J.Reed,"Jordan Reed, TE","Jordan Reed, TE, WAS"
2016,Jordan Taylor,DEN,WR,Jordan Taylor,00-0031697,J.Taylor,"Jordan Taylor, WR","Jordan Taylor, WR, DEN"
2016,Jordan Todman,IND,RB,Jordan Todman,00-0028121,J.Todman,"Jordan Todman, RB","Jordan Todman, RB, IND"
2016,Jordy Nelson,GB,WR,Jordy Nelson,00-0026176,J.Nelson,"Jordy Nelson, WR","Jordy Nelson, WR, GB"
2016,Josh Bellamy,CHI,WR,Josh Bellamy,00-0029319,J.Bellamy,"Josh Bellamy, WR","Josh Bellamy, WR, CHI"
2016,Josh Doctson,WAS,WR,Josh Doctson,00-0032760,J.Doctson,"Josh Doctson, WR","Josh Doctson, WR, WAS"
2016,Josh Ferguson,IND,RB,Josh Ferguson,00-0032377,J.Ferguson,"Josh Ferguson, RB","Josh Ferguson, RB, IND"
2016,Josh Hill,NO,TE,Josh Hill,00-0030216,J.Hill,"Josh Hill, TE","Josh Hill, TE, NO"
2016,Josh Huff,TB,WR,Josh Huff,00-0030990,J.Huff,"Josh Huff, WR","Josh Huff, WR, TB"
2016,Josh McCown,CLE,QB,Josh McCown,00-0021206,J.McCown,"Josh McCown, QB","Josh McCown, QB, CLE"
2016,Josh Perkins,ATL,TE,Josh Perkins,00-0032599,J.Perkins,"Josh Perkins, TE","Josh Perkins, TE, ATL"
2016,Julian Edelman,NE,WR,Julian Edelman,00-0027150,J.Edelman,"Julian Edelman, WR","Julian Edelman, WR, NE"
2016,Julio Jones,ATL,WR,Julio Jones,00-0027944,J.Jones,"Julio Jones, WR","Julio Jones, WR, ATL"
2016,Julius Thomas,JAX,TE,Julius Thomas,00-0028067,J.Thomas,"Julius Thomas, TE","Julius Thomas, TE, JAX"
2016,Justin Forsett,DEN,RB,Justin Forsett,00-0026373,J.Forsett,"Justin Forsett, RB","Justin Forsett, RB, DEN"
2016,Justin Hardy,ATL,WR,Justin Hardy,00-0031570,J.Hardy,"Justin Hardy, WR","Justin Hardy, WR, ATL"
2016,Justin Hunter,BUF,WR,Justin Hunter,00-0030521,J.Hunter,"Justin Hunter, WR","Justin Hunter, WR, BUF"
2016,Juwan Thompson,DEN,RB,Juwan Thompson,00-0030705,J.Thompson,"Juwan Thompson, RB","Juwan Thompson, RB, DEN"
2016,Ka'Deem Carey,CHI,RB,Ka'Deem Carey,00-0031057,K.Carey,"Ka'Deem Carey, RB","Ka'Deem Carey, RB, CHI"
2016,Kalif Raymond,DEN,WR,Kalif Raymond,00-0032464,K.Raymond,"Kalif Raymond, WR","Kalif Raymond, WR, DEN"
2016,Kamar Aiken,BAL,WR,Kamar Aiken,00-0028497,K.Aiken,"Kamar Aiken, WR","Kamar Aiken, WR, BAL"
2016,Kapri Bibbs,DEN,RB,Kapri Bibbs,00-0031102,K.Bibbs,"Kapri Bibbs, RB","Kapri Bibbs, RB, DEN"
2016,Kasen Williams,SEA,WR,Kasen Williams,00-0032250,K.Williams,"Kasen Williams, WR","Kasen Williams, WR, SEA"
2016,Keith Mumphery,HOU,WR,Keith Mumphery,00-0031600,K.Mumphery,"Keith Mumphery, WR","Keith Mumphery, WR, HOU"
2016,Keith Smith,DAL,FB,Keith Smith,00-0030968,K.Smith,"Keith Smith, FB","Keith Smith, FB, DAL"
2016,Kellen Davis,NYJ,TE,Kellen Davis,00-0026298,K.Davis,"Kellen Davis, TE","Kellen Davis, TE, NYJ"
2016,Kelvin Benjamin,CAR,WR,Kelvin Benjamin,00-0031359,K.Benjamin,"Kelvin Benjamin, WR","Kelvin Benjamin, WR, CAR"
2016,Kendall Wright,TEN,WR,Kendall Wright,00-0029708,K.Wright,"Kendall Wright, WR","Kendall Wright, WR, TEN"
2016,Kenjon Barner,PHI,RB,Kenjon Barner,00-0030465,K.Barner,"Kenjon Barner, RB","Kenjon Barner, RB, PHI"
2016,Kenneth Dixon,BAL,RB,Kenneth Dixon,00-0032411,K.Dixon,"Kenneth Dixon, RB","Kenneth Dixon, RB, BAL"
2016,Kenny Britt,LA,WR,Kenny Britt,00-0027006,K.Britt,"Kenny Britt, WR","Kenny Britt, WR, LA"
2016,Kenny Stills,MIA,WR,Kenny Stills,00-0030085,K.Stills,"Kenny Stills, WR","Kenny Stills, WR, MIA"
2016,Kenyan Drake,MIA,RB,Kenyan Drake,00-0033118,K.Drake,"Kenyan Drake, RB","Kenyan Drake, RB, MIA"
2016,Kerwynn Williams,ARI,RB,Kerwynn Williams,00-0030117,K.Williams,"Kerwynn Williams, RB","Kerwynn Williams, RB, ARI"
2016,Kevin Hogan,CLE,QB,Kevin Hogan,00-0032784,K.Hogan,"Kevin Hogan, QB","Kevin Hogan, QB, CLE"
2016,Kevin White,CHI,WR,Kevin White,00-0031545,K.White,"Kevin White, WR","Kevin White, WR, CHI"
2016,Khari Lee,DET,TE,Khari Lee,00-0031922,K.Lee,"Khari Lee, TE","Khari Lee, TE, DET"
2016,Khiry Robinson,NYJ,RB,Khiry Robinson,00-0030348,K.Robinson,"Khiry Robinson, RB","Khiry Robinson, RB, NYJ"
2016,Kirk Cousins,WAS,QB,Kirk Cousins,00-0029604,K.Cousins,"Kirk Cousins, QB","Kirk Cousins, QB, WAS"
2016,Knile Davis,KC,RB,Knile Davis,00-0030280,K.Davis,"Knile Davis, RB","Knile Davis, RB, KC"
2016,Kyle Juszczyk,BAL,FB,Kyle Juszczyk,00-0029892,K.Juszczyk,"Kyle Juszczyk, FB","Kyle Juszczyk, FB, BAL"
2016,Kyle Rudolph,MIN,TE,Kyle Rudolph,00-0027981,K.Rudolph,"Kyle Rudolph, TE","Kyle Rudolph, TE, MIN"
2016,Ladarius Green,PIT,TE,Ladarius Green,00-0029275,L.Green,"Ladarius Green, TE","Ladarius Green, TE, PIT"
2016,Lamar Miller,HOU,RB,Lamar Miller,00-0029615,L.Miller,"Lamar Miller, RB","Lamar Miller, RB, HOU"
2016,Lance Dunbar,DAL,RB,Lance Dunbar,00-0029004,L.Dunbar,"Lance Dunbar, RB","Lance Dunbar, RB, DAL"
2016,Lance Kendricks,LA,TE,Lance Kendricks,00-0027985,L.Kendricks,"Lance Kendricks, TE","Lance Kendricks, TE, LA"
2016,Landry Jones,PIT,QB,Landry Jones,00-0030524,L.Jones,"Landry Jones, QB","Landry Jones, QB, PIT"
2016,Laquon Treadwell,MIN,WR,Laquon Treadwell,00-0032951,L.Treadwell,"Laquon Treadwell, WR","Laquon Treadwell, WR, MIN"
2016,Larry Donnell,NYG,TE,Larry Donnell,00-0028838,L.Donnell,"Larry Donnell, TE","Larry Donnell, TE, NYG"
2016,Larry Fitzgerald,ARI,WR,Larry Fitzgerald,00-0022921,L.Fitzgerald,"Larry Fitzgerald, WR","Larry Fitzgerald, WR, ARI"
2016,Latavius Murray,OAK,RB,Latavius Murray,00-0030513,L.Murray,"Latavius Murray, RB","Latavius Murray, RB, OAK"
2016,Le'Veon Bell,PIT,RB,Le'Veon Bell,00-0030496,L.Bell,"Le'Veon Bell, RB","Le'Veon Bell, RB, PIT"
2016,Lee Smith,OAK,TE,Lee Smith,00-0028097,L.Smith,"Lee Smith, TE","Lee Smith, TE, OAK"
2016,LeGarrette Blount,NE,RB,LeGarrette Blount,00-0027325,L.Blount,"LeGarrette Blount, RB","LeGarrette Blount, RB, NE"
2016,Leonte Carroo,MIA,WR,Leonte Carroo,00-0033060,L.Carroo,"Leonte Carroo, WR","Leonte Carroo, WR, MIA"
2016,LeSean McCoy,BUF,RB,LeSean McCoy,00-0027029,L.McCoy,"LeSean McCoy, RB","LeSean McCoy, RB, BUF"
2016,Levine Toilolo,ATL,TE,Levine Toilolo,00-0030443,L.Toilolo,"Levine Toilolo, TE","Levine Toilolo, TE, ATL"
2016,Logan Paulsen,CHI,TE,Logan Paulsen,00-0027215,L.Paulsen,"Logan Paulsen, TE","Logan Paulsen, TE, CHI"
2016,Lorenzo Taliaferro,BAL,RB,Lorenzo Taliaferro,00-0031066,L.Taliaferro,"Lorenzo Taliaferro, RB","Lorenzo Taliaferro, RB, BAL"
2016,Lucky Whitehead,DAL,WR,Lucky Whitehead,00-0031757,L.Whitehead,"Lucky Whitehead, WR","Lucky Whitehead, WR, DAL"
2016,Luke Stocker,TB,TE,Luke Stocker,00-0028042,L.Stocker,"Luke Stocker, TE","Luke Stocker, TE, TB"
2016,Luke Willson,SEA,TE,Luke Willson,00-0030089,L.Willson,"Luke Willson, TE","Luke Willson, TE, SEA"
2016,Mack Brown,WAS,RB,Mack Brown,00-0032048,M.Brown,"Mack Brown, RB","Mack Brown, RB, WAS"
2016,Malcolm Brown,LA,RB,Malcolm Brown,00-0031806,M.Brown,"Malcolm Brown, RB","Malcolm Brown, RB, LA"
2016,Malcolm Mitchell,NE,WR,Malcolm Mitchell,00-0032400,M.Mitchell,"Malcolm Mitchell, WR","Malcolm Mitchell, WR, NE"
2016,Marcedes Lewis,JAX,TE,Marcedes Lewis,00-0024243,M.Lewis,"Marcedes Lewis, TE","Marcedes Lewis, TE, JAX"
2016,Marcel Reece,SEA,FB,Marcel Reece,00-0026393,M.Reece,"Marcel Reece, FB","Marcel Reece, FB, SEA"
2016,Marcus Mariota,TEN,QB,Marcus Mariota,00-0032268,M.Mariota,"Marcus Mariota, QB","Marcus Mariota, QB, TEN"
2016,Mark Ingram,NO,RB,Mark Ingram,00-0027966,M.Ingram,"Mark Ingram, RB","Mark Ingram, RB, NO"
2016,Mark Sanchez,DAL,QB,Mark Sanchez,00-0026898,M.Sanchez,"Mark Sanchez, QB","Mark Sanchez, QB, DAL"
2016,Markus Wheaton,PIT,WR,Markus Wheaton,00-0030460,M.Wheaton,"Markus Wheaton, WR","Markus Wheaton, WR, PIT"
2016,Marqise Lee,JAX,WR,Marqise Lee,00-0031431,M.Lee,"Marqise Lee, WR","Marqise Lee, WR, JAX"
2016,MarQueis Gray,MIA,TE,MarQueis Gray,00-0029878,M.Gray,"MarQueis Gray, TE","MarQueis Gray, TE, MIA"
2016,Marquess Wilson,CHI,WR,Marquess Wilson,00-0030047,M.Wilson,"Marquess Wilson, WR","Marquess Wilson, WR, CHI"
2016,Marquise Goodwin,BUF,WR,Marquise Goodwin,00-0030068,M.Goodwin,"Marquise Goodwin, WR","Marquise Goodwin, WR, BUF"
2016,Martellus Bennett,NE,TE,Martellus Bennett,00-0026201,M.Bennett,"Martellus Bennett, TE","Martellus Bennett, TE, NE"
2016,Marvin Jones,DET,WR,Marvin Jones,00-0029293,M.Jones,"Marvin Jones, WR","Marvin Jones, WR, DET"
2016,Matt Asiata,MIN,RB,Matt Asiata,00-0028198,M.Asiata,"Matt Asiata, RB","Matt Asiata, RB, MIN"
2016,Matt Barkley,CHI,QB,Matt Barkley,00-0030533,M.Barkley,"Matt Barkley, QB","Matt Barkley, QB, CHI"
2016,Matt Cassel,TEN,QB,Matt Cassel,00-0023662,M.Cassel,"Matt Cassel, QB","Matt Cassel, QB, TEN"
2016,Matt Forte,NYJ,RB,Matt Forte,00-0026184,M.Forte,"Matt Forte, RB","Matt Forte, RB, NYJ"
2016,Matt Jones,WAS,RB,Matt Jones,00-0031939,M.Jones,"Matt Jones, RB","Matt Jones, RB, WAS"
2016,Matt Lengel,NE,TE,Matt Lengel,00-0031788,M.Lengel,"Matt Lengel, TE","Matt Lengel, TE, NE"
2016,Matt McGloin,OAK,QB,Matt McGloin,00-0030419,M.McGloin,"Matt McGloin, QB","Matt McGloin, QB, OAK"
2016,Matt Moore,MIA,QB,Matt Moore,00-0025708,M.Moore,"Matt Moore, QB","Matt Moore, QB, MIA"
2016,Matt Ryan,ATL,QB,Matt Ryan,00-0026143,M.Ryan,"Matt Ryan, QB","Matt Ryan, QB, ATL"
2016,Matt Schaub,ATL,QB,Matt Schaub,00-0022787,M.Schaub,"Matt Schaub, QB","Matt Schaub, QB, ATL"
2016,Matthew Mulligan,DET,TE,Matthew Mulligan,00-0026008,M.Mulligan,"Matthew Mulligan, TE","Matthew Mulligan, TE, DET"
2016,Matthew Slater,NE,WR,Matthew Slater,00-0026293,M.Slater,"Matthew Slater, WR","Matthew Slater, WR, NE"
2016,Matthew Stafford,DET,QB,Matthew Stafford,00-0026498,M.Stafford,"Matthew Stafford, QB","Matthew Stafford, QB, DET"
2016,Maurice Harris,WAS,WR,Maurice Harris,00-0032362,M.Harris,"Maurice Harris, WR","Maurice Harris, WR, WAS"
2016,Michael Campanaro,BAL,WR,Michael Campanaro,00-0031025,M.Campanaro,"Michael Campanaro, WR","Michael Campanaro, WR, BAL"
2016,Michael Crabtree,OAK,WR,Michael Crabtree,00-0026986,M.Crabtree,"Michael Crabtree, WR","Michael Crabtree, WR, OAK"
2016,Michael Floyd,NE,WR,Michael Floyd,00-0029638,M.Floyd,"Michael Floyd, WR","Michael Floyd, WR, NE"
2016,Michael Thomas,NO,WR,Michael Thomas,00-0032765,M.Thomas,"Michael Thomas, WR","Michael Thomas, WR, NO"
2016,Mike Davis,SF,RB,Mike Davis,00-0032063,M.Davis,"Mike Davis, RB","Mike Davis, RB, SF"
2016,Mike Evans,TB,WR,Mike Evans,00-0031408,M.Evans,"Mike Evans, WR","Mike Evans, WR, TB"
2016,Mike Gillislee,BUF,RB,Mike Gillislee,00-0030433,M.Gillislee,"Mike Gillislee, RB","Mike Gillislee, RB, BUF"
2016,Mike Glennon,TB,QB,Mike Glennon,00-0030520,M.Glennon,"Mike Glennon, QB","Mike Glennon, QB, TB"
2016,Mike Thomas,LA,WR,Mike Thomas,00-0033114,M.Thomas,"Mike Thomas, WR","Mike Thomas, WR, LA"
2016,Mike Tolbert,CAR,FB,Mike Tolbert,00-0026069,M.Tolbert,"Mike Tolbert, FB","Mike Tolbert, FB, CAR"
2016,Mike Wallace,BAL,WR,Mike Wallace,00-0026901,M.Wallace,"Mike Wallace, WR","Mike Wallace, WR, BAL"
2016,Mohamed Sanu,ATL,WR,Mohamed Sanu,00-0029632,M.Sanu,"Mohamed Sanu, WR","Mohamed Sanu, WR, ATL"
2016,Mychal Rivera,OAK,TE,Mychal Rivera,00-0030514,M.Rivera,"Mychal Rivera, TE","Mychal Rivera, TE, OAK"
2016,MyCole Pruitt,CHI,TE,MyCole Pruitt,00-0031585,M.Pruitt,"MyCole Pruitt, TE","MyCole Pruitt, TE, CHI"
2016,Neal Sterling,JAX,TE,Neal Sterling,00-0032120,N.Sterling,"Neal Sterling, TE","Neal Sterling, TE, JAX"
2016,Nelson Agholor,PHI,WR,Nelson Agholor,00-0031549,N.Agholor,"Nelson Agholor, WR","Nelson Agholor, WR, PHI"
2016,Nick Boyle,BAL,TE,Nick Boyle,00-0031598,N.Boyle,"Nick Boyle, TE","Nick Boyle, TE, BAL"
2016,Nick Foles,KC,QB,Nick Foles,00-0029567,N.Foles,"Nick Foles, QB","Nick Foles, QB, KC"
2016,Nick O'Leary,BUF,TE,Nick O'Leary,00-0032117,N.O'Leary,"Nick O'Leary, TE","Nick O'Leary, TE, BUF"
2016,Nick Vannett,SEA,TE,Nick Vannett,00-0032394,N.Vannett,"Nick Vannett, TE","Nick Vannett, TE, SEA"
2016,Nick Williams,ATL,WR,Nick Williams,00-0029848,N.Williams,"Nick Williams, WR","Nick Williams, WR, ATL"
2016,Niles Paul,WAS,TE,Niles Paul,00-0028093,N.Paul,"Niles Paul, TE","Niles Paul, TE, WAS"
2016,Odell Beckham,NYG,WR,Odell Beckham,00-0031235,O.Beckham,"Odell Beckham, WR","Odell Beckham, WR, NYG"
2016,Orleans Darkwa,NYG,RB,Orleans Darkwa,00-0030860,O.Darkwa,"Orleans Darkwa, RB","Orleans Darkwa, RB, NYG"
2016,Paul Lasike,CHI,FB,Paul Lasike,00-0031706,P.Lasike,"Paul Lasike, FB","Paul Lasike, FB, CHI"
2016,Paul McRoberts,LA,WR,Paul McRoberts,00-0032679,P.McRoberts,"Paul McRoberts, WR","Paul McRoberts, WR, LA"
2016,Paul Perkins,NYG,RB,Paul Perkins,00-0032417,P.Perkins,"Paul Perkins, RB","Paul Perkins, RB, NYG"
2016,Paul Richardson,SEA,WR,Paul Richardson,00-0031257,P.Richardson,"Paul Richardson, WR","Paul Richardson, WR, SEA"
2016,Paul Turner,PHI,WR,Paul Turner,00-0032841,P.Turner,"Paul Turner, WR","Paul Turner, WR, PHI"
2016,Paxton Lynch,DEN,QB,Paxton Lynch,00-0033108,P.Lynch,"Paxton Lynch, QB","Paxton Lynch, QB, DEN"
2016,Percy Harvin,BUF,WR,Percy Harvin,00-0026998,P.Harvin,"Percy Harvin, WR","Percy Harvin, WR, BUF"
2016,Peyton Barber,TB,RB,Peyton Barber,00-0032741,P.Barber,"Peyton Barber, RB","Peyton Barber, RB, TB"
2016,Pharoh Cooper,LA,WR,Pharoh Cooper,00-0033111,P.Cooper,"Pharoh Cooper, WR","Pharoh Cooper, WR, LA"
2016,Phillip Dorsett,IND,WR,Phillip Dorsett,00-0032208,P.Dorsett,"Phillip Dorsett, WR","Phillip Dorsett, WR, IND"
2016,Phillip Supernaw,TEN,TE,Phillip Supernaw,00-0028987,P.Supernaw,"Phillip Supernaw, TE","Phillip Supernaw, TE, TEN"
2016,Pierre Garcon,WAS,WR,Pierre Garcon,00-0026345,P.Garcon,"Pierre Garcon, WR","Pierre Garcon, WR, WAS"
2016,Quan Bray,IND,WR,Quan Bray,00-0031514,Q.Bray,"Quan Bray, WR","Quan Bray, WR, IND"
2016,Quincy Enunwa,NYJ,WR,Quincy Enunwa,00-0031023,Q.Enunwa,"Quincy Enunwa, WR","Quincy Enunwa, WR, NYJ"
2016,Quinton Patton,SF,WR,Quinton Patton,00-0030450,Q.Patton,"Quinton Patton, WR","Quinton Patton, WR, SF"
2016,Raheem Mostert,SF,RB,Raheem Mostert,00-0031687,R.Mostert,"Raheem Mostert, RB","Raheem Mostert, RB, SF"
2016,Randall Cobb,GB,WR,Randall Cobb,00-0028002,R.Cobb,"Randall Cobb, WR","Randall Cobb, WR, GB"
2016,Randall Telfer,CLE,TE,Randall Telfer,00-0031533,R.Telfer,"Randall Telfer, TE","Randall Telfer, TE, CLE"
2016,Rashad Greene,JAX,WR,Rashad Greene,00-0032170,R.Greene,"Rashad Greene, WR","Rashad Greene, WR, JAX"
2016,Rashad Jennings,NYG,RB,Rashad Jennings,00-0027155,R.Jennings,"Rashad Jennings, RB","Rashad Jennings, RB, NYG"
2016,Rashard Higgins,CLE,WR,Rashard Higgins,00-0032977,R.Higgins,"Rashard Higgins, WR","Rashard Higgins, WR, CLE"
2016,Reggie Bush,BUF,RB,Reggie Bush,00-0024217,R.Bush,"Reggie Bush, RB","Reggie Bush, RB, BUF"
2016,Rex Burkhead,CIN,RB,Rex Burkhead,00-0030288,R.Burkhead,"Rex Burkhead, RB","Rex Burkhead, RB, CIN"
2016,Rhett Ellison,MIN,TE,Rhett Ellison,00-0029587,R.Ellison,"Rhett Ellison, TE","Rhett Ellison, TE, MIN"
2016,Ricardo Louis,CLE,WR,Ricardo Louis,00-0033079,R.Louis,"Ricardo Louis, WR","Ricardo Louis, WR, CLE"
2016,Richard Rodgers,GB,TE,Richard Rodgers,00-0031384,R.Rodgers,"Richard Rodgers, TE","Richard Rodgers, TE, GB"
2016,Rishard Matthews,TEN,WR,Rishard Matthews,00-0029580,R.Matthews,"Rishard Matthews, WR","Rishard Matthews, WR, TEN"
2016,Rob Gronkowski,NE,TE,Rob Gronkowski,00-0027656,R.Gronkowski,"Rob Gronkowski, TE","Rob Gronkowski, TE, NE"
2016,Rob Kelley,WAS,RB,Rob Kelley,00-0032371,R.Kelley,"Rob Kelley, RB","Rob Kelley, RB, WAS"
2016,Robby Anderson,NYJ,WR,Robby Anderson,00-0032688,R.Anderson,"Robby Anderson, WR","Robby Anderson, WR, NYJ"
2016,Robert Griffin III,CLE,QB,Robert Griffin III,00-0029665,R.III,"Robert Griffin III, QB","Robert Griffin III, QB, CLE"
2016,Robert Turbin,IND,RB,Robert Turbin,00-0029273,R.Turbin,"Robert Turbin, RB","Robert Turbin, RB, IND"
2016,Robert Woods,BUF,WR,Robert Woods,00-0030431,R.Woods,"Robert Woods, WR","Robert Woods, WR, BUF"
2016,Rod Streater,SF,WR,Rod Streater,00-0029129,R.Streater,"Rod Streater, WR","Rod Streater, WR, SF"
2016,Roger Lewis,NYG,WR,Roger Lewis,00-0032659,R.Lewis,"Roger Lewis, WR","Roger Lewis, WR, NYG"
2016,Ross Travis,KC,TE,Ross Travis,00-0032319,R.Travis,"Ross Travis, TE","Ross Travis, TE, KC"
